timestamp,temperature,vibration,pressure,failure,hour,day,day_of_week,month,temp_mean_5,vib_std_10,pressure_max_30,failure_future,temp_roll_mean_2,vib_roll_mean_2,press_roll_mean_2,temp_roll_std_2,vib_roll_std_2,press_roll_std_2,temp_ema_2,vib_ema_2,press_ema_2,temp_roll_mean_3,vib_roll_mean_3,press_roll_mean_3,temp_roll_std_3,vib_roll_std_3,press_roll_std_3,temp_ema_3,vib_ema_3,press_ema_3
2025-01-01 00:31:00,66.56432810703724,0.6037212547109707,6.660972417634445,0,0,1,2,1,67.09396443372509,0.0902263008731803,7.228814742939785,0.0,65.6979356327673,0.4885340219848039,5.970935103331746,1.225263987450561,0.16289934673357115,0.9758601284303843,66.29131757552072,0.5383460097422854,6.295914343634561,66.32289149533432,0.4843870082890258,6.025823071836592,1.3864867146649147,0.11541096893662679,0.6965554984276915,66.38325064826006,0.514220569894512,6.184610408286056
2025-01-01 00:32:00,72.7872537542169,0.4273355443412562,5.155398750179499,0,0,1,2,1,67.84296165241308,0.08131593928048056,7.228814742939785,0.0,69.67579093062707,0.5155283995261135,5.908185583906972,4.400272923940422,0.12472353190683144,1.064601349833293,70.62194169465151,0.46433903280826594,5.53557061466452,68.0610416732505,0.4681345294369546,5.699089652280997,4.183712035403037,0.12048450718553565,0.8353749714356052,69.58525220123849,0.4707780571178841,5.670004579232778
2025-01-01 00:33:00,68.83728581972268,0.3648109937177198,6.313128789899541,0,0,1,2,1,68.11864281198851,0.07846892508236704,7.228814742939785,0.0,70.8122697869698,0.39607326902948803,5.7342637700395205,2.7930491119502814,0.044211533736544406,0.818638761869413,69.43217111136562,0.3979870067479019,6.053942731487868,69.39628922699227,0.4652892642566489,6.043166652571162,3.1488989360704864,0.12389468044887107,0.7882561028793971,69.21126901048058,0.41779452541780193,5.991566684566159
2025-01-01 00:34:00,71.4087703362155,0.6803096033415931,6.172706826834042,0,0,1,2,1,68.88583623513793,0.09995700067857259,7.228814742939785,0.0,70.12302807796908,0.5225602985296565,6.2429178083667916,1.8183141393282771,0.22309120631996815,0.09929332231113791,70.7499039279322,0.586202071143696,6.133118795051983,71.01110330338503,0.49081871380018977,5.880411455637694,2.0047857672662226,0.16705516385931635,0.6317928056211553,70.31001967334804,0.5490520643796974,6.0821367557001
2025-01-01 00:35:00,70.08092672057363,0.4312663578882924,5.839190798837192,0,0,1,2,1,69.9357129475532,0.10083484771068303,7.228814742939785,0.0,70.74484852839456,0.5557879806149427,6.0059488128356175,0.9389272249756304,0.17610016766873482,0.2358314450309748,70.30391912302647,0.4829115956400936,5.937166797575456,70.1089942921706,0.49212898498253504,6.108342138523592,1.28597200438892,0.16632209023836528,0.24343667486438753,70.19547319696083,0.4901592111339949,5.960663777268646
2025-01-01 00:36:00,72.29162159615419,0.4667216478063251,5.999344482943558,0,0,1,2,1,71.08117164537657,0.09967343968255886,7.228814742939785,0.0,71.18627415836391,0.44899400284730867,5.919267640890375,1.5631973376573685,0.02507067592997746,0.11324575606362025,71.6290541051116,0.4721182970842479,5.978618587820857,71.2604395509811,0.5260992030120701,6.003747369538264,1.112786805554253,0.13472158354598088,0.16680160158245794,71.24354739655752,0.47844042947015997,5.980004130106102
2025-01-01 00:37:00,68.77352457778802,0.4857378228915657,5.237579711223524,0,0,1,2,1,70.27842581009081,0.09904696714768095,7.228814742939785,0.0,70.5325730869711,0.4762297353489453,5.61846209708354,2.4876702585588872,0.013446466355006645,0.5386490357522583,69.72536775356255,0.48119798095579314,5.4845926700893015,70.38202429817194,0.4612419428620611,5.692038331001425,1.7782706405622992,0.027646075663787198,0.40163637590616313,70.00853598717276,0.48208912618086286,5.608791920664813
2025-01-01 00:38:00,70.06595817494694,0.5783332380349981,6.735776917548105,0,0,1,2,1,70.52416028113566,0.10238708084684182,7.228814742939785,0.0,69.41974137636748,0.5320355304632818,5.986678314385815,0.9138885607843704,0.0654748459547049,1.0593854041468524,69.95242803448548,0.5459548190085964,6.318715501728503,70.37703478296305,0.5102642362442964,5.990900370571729,1.7795584142422176,0.05971135136894026,0.7491342967285675,70.03724708105986,0.5302111821079305,6.172284419106459
2025-01-01 00:39:00,72.53712351446,0.5093679371685462,5.105102183588077,0,0,1,2,1,70.74983091678455,0.10247006772697943,7.228814742939785,0.0,71.30154084470348,0.5438505876017721,5.920439550568091,1.7473777690028272,0.04876583190923898,1.1530611622927054,71.67555835446849,0.521563564448563,5.509639956301552,70.45886875573166,0.5244796660317034,5.692819604119902,1.912316208789488,0.04811185912351874,0.9056531024940684,71.28718529775993,0.5197895596382384,5.638693301347268
2025-01-01 00:40:00,73.48787600183964,0.5569183042114099,5.820546867111863,0,0,1,2,1,71.43122077303775,0.09500413000670196,7.228814742939785,0.0,73.01249975814983,0.5331431206899779,5.46282452534997,0.6722835310560333,0.033623186983918765,0.5058957872835338,72.88377011938259,0.5451333909571277,5.716911230175093,72.03031923041553,0.5482064931383182,5.8871419894160155,1.766357364817709,0.03529836993445976,0.8173745804280498,72.38753064979979,0.5383539319248241,5.729620084229566
